chid,n_tested,n_positive,S_c,ci_lower,ci_upper,raw_rate,n_mechanisms,mechanism_details,tcpl_binary_compliant,tcpl_ternary_compliant,S_global_raw,S_potency_raw,S_global_flipped,S_potency_flipped,S_improved,S_ensemble,tcpl_binary_improved,tcpl_ternary_improved,S_c_original,tcpl_binary_compliant_original,tcpl_ternary_compliant_original
20966.0,9,9,-0.0651538117312818,0.0167725988700565,0.1927083333333333,1.0,4,"{'GENERAL': {'n_tested': 117, 'n_positive': 1, 'score': 0.012711864406779662}, 'NR': {'n_tested': 215, 'n_positive': 4, 'score': 0.020833333333333332}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",0,0,0.9838427919024014,2.4187555470545044,0.0161572080975985,-1.4187555470545044,0.0161572080975985,-0.0651538117312818,0,0,0.0958862994350282,0,1
47598.0,9,9,0.2014895330112721,0.125,0.25,1.0,3,"{'GENERAL': {'n_tested': 107, 'n_positive': 13, 'score': 0.125}, 'NR': {'n_tested': 206, 'n_positive': 47, 'score': 0.22946859903381642}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,1,,,,,0.2014895330112721,0.2014895330112721,1,1,0.2014895330112721,1,1
26262.0,9,9,0.2194722843265746,0.0139445686531493,0.5677521008403361,1.0,4,"{'GENERAL': {'n_tested': 118, 'n_positive': 2, 'score': 0.02100840336134454}, 'NR': {'n_tested': 217, 'n_positive': 1, 'score': 0.006880733944954129}, 'MET': {'n_tested': 1, 'n_positive': 1, 'score': 0.75}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",1,1,,,,,0.2194722843265746,0.2194722843265746,1,1,0.2194722843265746,1,1
23602.0,9,9,0.1077008928571428,0.03515625,0.2053571428571428,1.0,4,"{'GENERAL': {'n_tested': 15, 'n_positive': 1, 'score': 0.09375}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 31, 'n_positive': 0, 'score': 0.015625}, 'SR': {'n_tested': 6, 'n_positive': 0, 'score': 0.07142857142857142}}",1,0,,,,,0.1077008928571428,0.1077008928571428,1,0,0.1077008928571428,0,1
21402.0,9,9,-0.0602166897763064,0.0074871539228468,0.1906779661016949,1.0,4,"{'GENERAL': {'n_tested': 117, 'n_positive': 1, 'score': 0.012711864406779662}, 'NR': {'n_tested': 220, 'n_positive': 0, 'score': 0.0022624434389140274}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",0,0,0.9777356511950188,2.421398855706255,0.0222643488049811,-1.4213988557062551,0.0222643488049811,-0.0602166897763064,0,0,0.0912435769614234,0,1
20664.0,9,9,0.1186868686868686,0.0227272727272727,0.3,1.0,3,"{'GENERAL': {'n_tested': 14, 'n_positive': 0, 'score': 0.03333333333333333}, 'NR': {'n_tested': 21, 'n_positive': 0, 'score': 0.022727272727272728}, 'SR': {'n_tested': 4, 'n_positive': 1, 'score': 0.3}}",1,0,,,,,0.1186868686868686,0.1186868686868686,1,0,0.1186868686868686,0,1
21798.0,9,9,0.1480015673981191,0.0210031347962382,0.275,1.0,4,"{'GENERAL': {'n_tested': 115, 'n_positive': 2, 'score': 0.021551724137931036}, 'NR': {'n_tested': 219, 'n_positive': 4, 'score': 0.020454545454545454}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 1, 'score': 0.3}}",1,0,,,,,0.1480015673981191,0.1480015673981191,1,0,0.1480015673981191,1,1
42243.0,9,9,0.5083333333333333,0.3166666666666666,0.8333333333333334,1.0,3,"{'GENERAL': {'n_tested': 3, 'n_positive': 1, 'score': 0.375}, 'NR': {'n_tested': 29, 'n_positive': 9, 'score': 0.31666666666666665}, 'SR': {'n_tested': 2, 'n_positive': 2, 'score': 0.8333333333333334}}",1,2,,,,,0.5083333333333333,0.5083333333333333,1,2,0.5083333333333333,1,2
42379.0,9,9,0.195616211745244,0.0384615384615384,0.5,1.0,3,"{'GENERAL': {'n_tested': 12, 'n_positive': 0, 'score': 0.038461538461538464}, 'NR': {'n_tested': 30, 'n_positive': 1, 'score': 0.04838709677419355}, 'SR': {'n_tested': 2, 'n_positive': 1, 'score': 0.5}}",1,1,,,,,0.195616211745244,0.195616211745244,1,1,0.195616211745244,1,1
48507.0,9,9,0.1530647898572426,0.0912698412698412,0.25,1.0,3,"{'GENERAL': {'n_tested': 105, 'n_positive': 12, 'score': 0.1179245283018868}, 'NR': {'n_tested': 125, 'n_positive': 11, 'score': 0.09126984126984126}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,0,,,,,0.1530647898572426,0.1530647898572426,1,0,0.1530647898572426,1,1
48190.0,9,9,0.1375598086124402,0.0263157894736842,0.25,1.0,3,"{'GENERAL': {'n_tested': 10, 'n_positive': 1, 'score': 0.13636363636363635}, 'NR': {'n_tested': 18, 'n_positive': 0, 'score': 0.02631578947368421}, 'SR': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,0,,,,,0.1375598086124402,0.1375598086124402,1,0,0.1375598086124402,1,1
25595.0,9,9,-0.0092016563415996,0.0206912099113934,0.2083333333333333,1.0,4,"{'GENERAL': {'n_tested': 116, 'n_positive': 3, 'score': 0.029914529914529916}, 'NR': {'n_tested': 217, 'n_positive': 2, 'score': 0.011467889908256881}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,0,0.9434194321260574,2.0977215394668485,0.0565805678739426,-1.0977215394668485,0.0565805678739426,-0.0092016563415996,1,0,0.1145122716223633,0,1
24200.0,9,9,0.1405752439650744,0.0454545454545454,0.3,1.0,3,"{'GENERAL': {'n_tested': 32, 'n_positive': 1, 'score': 0.045454545454545456}, 'NR': {'n_tested': 58, 'n_positive': 4, 'score': 0.07627118644067797}, 'SR': {'n_tested': 4, 'n_positive': 1, 'score': 0.3}}",1,0,,,,,0.1405752439650744,0.1405752439650744,1,0,0.1405752439650744,1,1
27461.0,9,9,0.4287878787878788,0.1363636363636363,0.9,1.0,3,"{'GENERAL': {'n_tested': 10, 'n_positive': 1, 'score': 0.13636363636363635}, 'NR': {'n_tested': 29, 'n_positive': 7, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 4, 'score': 0.9}}",1,2,,,,,0.4287878787878788,0.4287878787878788,1,2,0.4287878787878788,1,1
37749.0,9,9,0.0294540229885057,0.0172413793103448,0.0416666666666666,1.0,2,"{'GENERAL': {'n_tested': 11, 'n_positive': 0, 'score': 0.041666666666666664}, 'NR': {'n_tested': 28, 'n_positive': 0, 'score': 0.017241379310344827}}",1,0,,,,,0.0294540229885057,0.0294540229885057,1,0,0.0294540229885057,0,0
23907.0,9,9,0.1260246207040448,0.0437159080747563,0.2083333333333333,1.0,4,"{'GENERAL': {'n_tested': 105, 'n_positive': 5, 'score': 0.05188679245283019}, 'NR': {'n_tested': 210, 'n_positive': 7, 'score': 0.035545023696682464}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,0,,,,,0.1260246207040448,0.1260246207040448,1,0,0.1260246207040448,1,1
47299.0,9,9,0.1352426289926289,0.0621519246519246,0.2083333333333333,1.0,4,"{'GENERAL': {'n_tested': 110, 'n_positive': 8, 'score': 0.07657657657657657}, 'NR': {'n_tested': 219, 'n_positive': 10, 'score': 0.04772727272727273}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,0,,,,,0.1352426289926289,0.1352426289926289,1,0,0.1352426289926289,1,1
24368.0,9,9,0.094718567251462,0.0144371345029239,0.1929824561403508,1.0,4,"{'GENERAL': {'n_tested': 113, 'n_positive': 2, 'score': 0.021929824561403508}, 'NR': {'n_tested': 215, 'n_positive': 1, 'score': 0.006944444444444444}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",1,0,,,,,0.094718567251462,0.094718567251462,1,0,0.094718567251462,0,1
29241.0,9,9,0.1106148398519233,0.0160550458715596,0.25,1.0,3,"{'GENERAL': {'n_tested': 113, 'n_positive': 7, 'score': 0.06578947368421052}, 'NR': {'n_tested': 217, 'n_positive': 3, 'score': 0.016055045871559634}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,0,,,,,0.1106148398519233,0.1106148398519233,1,0,0.1106148398519233,0,1
24057.0,9,9,0.0759518259518259,0.0227272727272727,0.1666666666666666,1.0,3,"{'GENERAL': {'n_tested': 12, 'n_positive': 0, 'score': 0.038461538461538464}, 'NR': {'n_tested': 21, 'n_positive': 0, 'score': 0.022727272727272728}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,0,,,,,0.0759518259518259,0.0759518259518259,1,0,0.0759518259518259,0,1
24845.0,9,9,-0.041382852543839,0.021551724137931,0.5833333333333334,1.0,3,"{'GENERAL': {'n_tested': 115, 'n_positive': 2, 'score': 0.021551724137931036}, 'NR': {'n_tested': 215, 'n_positive': 11, 'score': 0.05324074074074074}, 'SR': {'n_tested': 5, 'n_positive': 3, 'score': 0.5833333333333334}}",0,0,0.8812910543712211,3.650154011023409,0.1187089456287788,-2.650154011023409,0.1187089456287788,-0.041382852543839,0,0,0.2193752660706683,1,1
20576.0,9,9,0.0617963036670448,0.2456445993031359,0.253125,1.0,3,"{'GENERAL': {'n_tested': 159, 'n_positive': 40, 'score': 0.253125}, 'NR': {'n_tested': 286, 'n_positive': 70, 'score': 0.2456445993031359}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,0,0.8671645091657268,2.1679053375529715,0.1328354908342731,-1.1679053375529715,0.1328354908342731,0.0617963036670448,1,0,0.2495898664343786,1,2
47268.0,9,9,0.3239413533289864,0.0921511627906976,0.6682242990654206,1.0,4,"{'GENERAL': {'n_tested': 106, 'n_positive': 18, 'score': 0.17289719626168223}, 'NR': {'n_tested': 214, 'n_positive': 8, 'score': 0.03953488372093023}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 2, 'score': 0.8333333333333334}}",1,2,,,,,0.3239413533289864,0.3239413533289864,1,2,0.3239413533289864,1,1
32345.0,9,9,0.3559577677224736,0.2794117647058823,0.5,1.0,3,"{'GENERAL': {'n_tested': 25, 'n_positive': 7, 'score': 0.28846153846153844}, 'NR': {'n_tested': 33, 'n_positive': 9, 'score': 0.27941176470588236}, 'SR': {'n_tested': 2, 'n_positive': 1, 'score': 0.5}}",1,2,,,,,0.3559577677224736,0.3559577677224736,1,2,0.3559577677224736,1,2
22367.0,9,9,0.1745166823843127,0.0698757763975155,0.2405104712041884,1.0,4,"{'GENERAL': {'n_tested': 114, 'n_positive': 2, 'score': 0.021739130434782608}, 'NR': {'n_tested': 190, 'n_positive': 40, 'score': 0.21204188481675393}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 6, 'n_positive': 1, 'score': 0.21428571428571427}}",1,1,,,,,0.1745166823843127,0.1745166823843127,1,1,0.1745166823843127,1,1
23745.0,9,9,0.1420078577336641,0.0705128205128205,0.2157258064516129,1.0,4,"{'GENERAL': {'n_tested': 12, 'n_positive': 0, 'score': 0.038461538461538464}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 30, 'n_positive': 3, 'score': 0.11290322580645161}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,0,,,,,0.1420078577336641,0.1420078577336641,1,0,0.1420078577336641,1,1
47611.0,9,9,0.0735844017094017,0.015625,0.1666666666666666,1.0,3,"{'GENERAL': {'n_tested': 12, 'n_positive': 0, 'score': 0.038461538461538464}, 'NR': {'n_tested': 31, 'n_positive': 0, 'score': 0.015625}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,0,,,,,0.0735844017094017,0.0735844017094017,1,0,0.0735844017094017,0,1
21032.0,9,9,0.1391039823008849,0.0625,0.2157079646017699,1.0,4,"{'GENERAL': {'n_tested': 112, 'n_positive': 20, 'score': 0.18141592920353983}, 'NR': {'n_tested': 219, 'n_positive': 5, 'score': 0.025}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",1,0,,,,,0.1391039823008849,0.1391039823008849,1,0,0.1391039823008849,1,1
21026.0,9,9,0.100993391878967,0.026986783757934,0.1981132075471698,1.0,4,"{'GENERAL': {'n_tested': 105, 'n_positive': 4, 'score': 0.04245283018867924}, 'NR': {'n_tested': 216, 'n_positive': 2, 'score': 0.01152073732718894}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",1,0,,,,,0.100993391878967,0.100993391878967,1,0,0.100993391878967,0,1
21780.0,9,9,-0.0215232900628648,0.0191529882981229,0.1939252336448598,1.0,4,"{'GENERAL': {'n_tested': 118, 'n_positive': 1, 'score': 0.012605042016806723}, 'NR': {'n_tested': 213, 'n_positive': 5, 'score': 0.02570093457943925}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 3, 'n_positive': 0, 'score': 0.125}}",0,0,0.9438822423539944,2.285108440671557,0.0561177576460055,-1.2851084406715572,0.0561177576460055,-0.0215232900628648,0,0,0.1033264941490614,0,1
35589.0,9,9,0.4889846743295019,0.2586206896551724,0.8333333333333334,1.0,3,"{'GENERAL': {'n_tested': 3, 'n_positive': 1, 'score': 0.375}, 'NR': {'n_tested': 28, 'n_positive': 7, 'score': 0.25862068965517243}, 'SR': {'n_tested': 2, 'n_positive': 2, 'score': 0.8333333333333334}}",1,2,,,,,0.4889846743295019,0.4889846743295019,1,2,0.4889846743295019,1,2
29559.0,9,9,0.0600694444444444,0.0333333333333333,0.1,1.0,3,"{'GENERAL': {'n_tested': 14, 'n_positive': 0, 'score': 0.03333333333333333}, 'NR': {'n_tested': 31, 'n_positive': 1, 'score': 0.046875}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",1,0,,,,,0.0600694444444444,0.0600694444444444,1,0,0.0600694444444444,0,1
20493.0,9,9,0.1180250783699059,0.0086206896551724,0.3,1.0,3,"{'GENERAL': {'n_tested': 32, 'n_positive': 1, 'score': 0.045454545454545456}, 'NR': {'n_tested': 57, 'n_positive': 0, 'score': 0.008620689655172414}, 'SR': {'n_tested': 4, 'n_positive': 1, 'score': 0.3}}",1,0,,,,,0.1180250783699059,0.1180250783699059,1,0,0.1180250783699059,0,1
27191.0,9,9,0.1961538461538461,0.0384615384615384,0.5,1.0,3,"{'GENERAL': {'n_tested': 12, 'n_positive': 0, 'score': 0.038461538461538464}, 'NR': {'n_tested': 29, 'n_positive': 1, 'score': 0.05}, 'SR': {'n_tested': 2, 'n_positive': 1, 'score': 0.5}}",1,1,,,,,0.1961538461538461,0.1961538461538461,1,1,0.1961538461538461,1,1
26864.0,9,9,0.0925737639553428,0.0101475279106858,0.1914772727272727,1.0,4,"{'GENERAL': {'n_tested': 113, 'n_positive': 0, 'score': 0.0043859649122807015}, 'NR': {'n_tested': 219, 'n_positive': 3, 'score': 0.015909090909090907}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",1,0,,,,,0.0925737639553428,0.0925737639553428,1,0,0.0925737639553428,0,1
24359.0,9,9,0.113519816423864,0.0605604307937774,0.6978260869565218,1.0,4,"{'GENERAL': {'n_tested': 114, 'n_positive': 10, 'score': 0.09130434782608696}, 'NR': {'n_tested': 217, 'n_positive': 6, 'score': 0.02981651376146789}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 4, 'score': 0.9}}",1,0,0.8432444189689517,1.724865130121196,0.1567555810310482,-0.7248651301211961,0.1567555810310482,0.113519816423864,1,0,0.3177802153968887,1,1
40484.0,9,9,0.2265625,0.125,0.328125,1.0,2,"{'GENERAL': {'n_tested': 11, 'n_positive': 1, 'score': 0.125}, 'NR': {'n_tested': 31, 'n_positive': 10, 'score': 0.328125}}",1,1,,,,,0.2265625,0.2265625,1,1,0.2265625,1,1
21986.0,9,9,0.0244654431745529,0.1151980401844531,0.5071969696969697,1.0,6,"{'GENERAL': {'n_tested': 114, 'n_positive': 5, 'score': 0.04782608695652174}, 'NR': {'n_tested': 219, 'n_positive': 9, 'score': 0.04318181818181818}, 'NEURO': {'n_tested': 1, 'n_positive': 1, 'score': 0.75}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 2, 'score': 0.5}}",1,0,0.9239828025951172,2.0139961598854548,0.0760171974048827,-1.0139961598854548,0.0760171974048827,0.0244654431745529,1,0,0.30683465085639,1,1
23902.0,9,9,0.3312325296995108,0.0874650593990216,0.6990566037735849,1.0,4,"{'GENERAL': {'n_tested': 107, 'n_positive': 8, 'score': 0.0787037037037037}, 'NR': {'n_tested': 264, 'n_positive': 25, 'score': 0.09622641509433963}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 4, 'score': 0.9}}",1,2,,,,,0.3312325296995108,0.3312325296995108,1,2,0.3312325296995108,1,1
29329.0,9,9,0.0982498553599471,0.0214997107198942,0.1953828828828828,1.0,4,"{'GENERAL': {'n_tested': 110, 'n_positive': 3, 'score': 0.03153153153153153}, 'NR': {'n_tested': 217, 'n_positive': 2, 'score': 0.011467889908256881}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",1,0,,,,,0.0982498553599471,0.0982498553599471,1,0,0.0982498553599471,0,1
22320.0,9,9,0.1037296037296037,0.0227272727272727,0.25,1.0,3,"{'GENERAL': {'n_tested': 12, 'n_positive': 0, 'score': 0.038461538461538464}, 'NR': {'n_tested': 21, 'n_positive': 0, 'score': 0.022727272727272728}, 'SR': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,0,,,,,0.1037296037296037,0.1037296037296037,1,0,0.1037296037296037,0,1
21642.0,9,9,0.098710869219768,0.0099217384395359,0.1907327586206896,1.0,4,"{'GENERAL': {'n_tested': 115, 'n_positive': 1, 'score': 0.01293103448275862}, 'NR': {'n_tested': 216, 'n_positive': 1, 'score': 0.0069124423963133645}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 3, 'n_positive': 0, 'score': 0.125}}",1,0,,,,,0.098710869219768,0.098710869219768,1,0,0.098710869219768,0,1
34549.0,9,9,-0.0417362283803816,0.0343291404612159,0.1416666666666666,1.0,5,"{'GENERAL': {'n_tested': 52, 'n_positive': 0, 'score': 0.009433962264150943}, 'NEURO': {'n_tested': 3, 'n_positive': 0, 'score': 0.125}, 'CYTO': {'n_tested': 3, 'n_positive': 0, 'score': 0.125}, 'NR': {'n_tested': 35, 'n_positive': 0, 'score': 0.013888888888888888}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",0,0,0.9615796044440392,2.3471008447243937,0.0384203955559607,-1.3471008447243935,0.0384203955559607,-0.0417362283803816,0,0,0.0879979035639413,0,1
47517.0,9,9,0.1123737373737373,0.0454545454545454,0.1666666666666666,1.0,3,"{'GENERAL': {'n_tested': 11, 'n_positive': 1, 'score': 0.125}, 'NR': {'n_tested': 32, 'n_positive': 1, 'score': 0.045454545454545456}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,0,,,,,0.1123737373737373,0.1123737373737373,1,0,0.1123737373737373,0,1
38888.0,9,9,0.6063218390804598,0.4166666666666667,0.8333333333333334,1.0,3,"{'GENERAL': {'n_tested': 5, 'n_positive': 2, 'score': 0.4166666666666667}, 'NR': {'n_tested': 28, 'n_positive': 16, 'score': 0.5689655172413793}, 'SR': {'n_tested': 2, 'n_positive': 2, 'score': 0.8333333333333334}}",1,2,,,,,0.6063218390804598,0.6063218390804598,1,2,0.6063218390804598,1,2
20107.0,9,9,0.1590073529411764,0.0430147058823529,0.3308823529411764,1.0,5,"{'GENERAL': {'n_tested': 16, 'n_positive': 0, 'score': 0.029411764705882353}, 'NEURO': {'n_tested': 3, 'n_positive': 0, 'score': 0.125}, 'CYTO': {'n_tested': 3, 'n_positive': 0, 'score': 0.125}, 'NR': {'n_tested': 31, 'n_positive': 0, 'score': 0.015625}, 'SR': {'n_tested': 6, 'n_positive': 3, 'score': 0.5}}",1,0,,,,,0.1590073529411764,0.1590073529411764,1,0,0.1590073529411764,1,1
24193.0,9,9,0.0671717171717171,0.0333333333333333,0.1,1.0,3,"{'GENERAL': {'n_tested': 14, 'n_positive': 0, 'score': 0.03333333333333333}, 'NR': {'n_tested': 21, 'n_positive': 1, 'score': 0.06818181818181818}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",1,0,,,,,0.0671717171717171,0.0671717171717171,1,0,0.0671717171717171,0,1
24263.0,9,9,0.066183574879227,0.0333333333333333,0.1,1.0,3,"{'GENERAL': {'n_tested': 14, 'n_positive': 0, 'score': 0.03333333333333333}, 'NR': {'n_tested': 22, 'n_positive': 1, 'score': 0.06521739130434782}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",1,0,,,,,0.066183574879227,0.066183574879227,1,0,0.066183574879227,0,1
22331.0,9,9,0.1000758046960037,0.0251516093920074,0.1949152542372881,1.0,4,"{'GENERAL': {'n_tested': 117, 'n_positive': 3, 'score': 0.029661016949152543}, 'NR': {'n_tested': 217, 'n_positive': 4, 'score': 0.020642201834862386}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",1,0,,,,,0.1000758046960037,0.1000758046960037,1,0,0.1000758046960037,0,1
40713.0,9,9,0.4234643179765131,0.1731707317073171,0.8333333333333334,1.0,3,"{'GENERAL': {'n_tested': 107, 'n_positive': 28, 'score': 0.2638888888888889}, 'NR': {'n_tested': 204, 'n_positive': 35, 'score': 0.17317073170731706}, 'SR': {'n_tested': 2, 'n_positive': 2, 'score': 0.8333333333333334}}",1,2,,,,,0.4234643179765131,0.4234643179765131,1,2,0.4234643179765131,1,2
21914.0,9,9,0.0514088250930356,0.0087719298245614,0.1,1.0,3,"{'GENERAL': {'n_tested': 32, 'n_positive': 1, 'score': 0.045454545454545456}, 'NR': {'n_tested': 56, 'n_positive': 0, 'score': 0.008771929824561403}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",1,0,,,,,0.0514088250930356,0.0514088250930356,1,0,0.0514088250930356,0,1
23202.0,9,9,0.2126532887402452,0.1923076923076923,0.25,1.0,3,"{'GENERAL': {'n_tested': 12, 'n_positive': 2, 'score': 0.19230769230769232}, 'NR': {'n_tested': 22, 'n_positive': 4, 'score': 0.1956521739130435}, 'SR': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,1,,,,,0.2126532887402452,0.2126532887402452,1,1,0.2126532887402452,1,2
27868.0,9,9,0.1865079365079365,0.0238095238095238,0.5,1.0,3,"{'GENERAL': {'n_tested': 13, 'n_positive': 0, 'score': 0.03571428571428571}, 'NR': {'n_tested': 20, 'n_positive': 0, 'score': 0.023809523809523808}, 'SR': {'n_tested': 4, 'n_positive': 2, 'score': 0.5}}",1,1,,,,,0.1865079365079365,0.1865079365079365,1,1,0.1865079365079365,1,1
36112.0,9,9,0.5009920634920636,0.3125,0.8333333333333334,1.0,3,"{'GENERAL': {'n_tested': 7, 'n_positive': 2, 'score': 0.3125}, 'NR': {'n_tested': 20, 'n_positive': 7, 'score': 0.35714285714285715}, 'SR': {'n_tested': 2, 'n_positive': 2, 'score': 0.8333333333333334}}",1,2,,,,,0.5009920634920636,0.5009920634920636,1,2,0.5009920634920636,1,2
25132.0,9,9,0.1003227246894536,0.0256454493789072,0.1974557522123893,1.0,4,"{'GENERAL': {'n_tested': 112, 'n_positive': 4, 'score': 0.03982300884955752}, 'NR': {'n_tested': 217, 'n_positive': 2, 'score': 0.011467889908256881}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",1,0,,,,,0.1003227246894536,0.1003227246894536,1,0,0.1003227246894536,0,1
20529.0,9,9,0.0108961237414234,0.0746527777777777,0.5585648148148148,1.0,4,"{'GENERAL': {'n_tested': 107, 'n_positive': 14, 'score': 0.13425925925925927}, 'NR': {'n_tested': 215, 'n_positive': 3, 'score': 0.016203703703703703}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 3, 'score': 0.7}}",1,0,0.9349989158673788,2.0468629123287934,0.0650010841326211,-1.0468629123287934,0.0650010841326211,0.0108961237414234,1,0,0.2751157407407407,1,1
47533.0,9,9,0.1263518209619127,0.044370308590492,0.2083333333333333,1.0,4,"{'GENERAL': {'n_tested': 109, 'n_positive': 8, 'score': 0.07727272727272727}, 'NR': {'n_tested': 217, 'n_positive': 2, 'score': 0.011467889908256881}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,0,,,,,0.1263518209619127,0.1263518209619127,1,0,0.1263518209619127,1,1
27454.0,9,9,0.052020202020202,0.0227272727272727,0.1,1.0,3,"{'GENERAL': {'n_tested': 14, 'n_positive': 0, 'score': 0.03333333333333333}, 'NR': {'n_tested': 21, 'n_positive': 0, 'score': 0.022727272727272728}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",1,0,,,,,0.052020202020202,0.052020202020202,1,0,0.052020202020202,0,1
25805.0,9,9,0.2532672095394148,0.1450688073394495,0.2875,1.0,4,"{'GENERAL': {'n_tested': 108, 'n_positive': 11, 'score': 0.10550458715596331}, 'NR': {'n_tested': 217, 'n_positive': 57, 'score': 0.26376146788990823}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 1, 'score': 0.3}}",1,1,0.6768195685535029,1.7486760159865122,0.3231804314464971,-0.7486760159865122,0.3231804314464971,0.2532672095394148,1,1,0.2298165137614679,1,1
44713.0,9,9,0.4556858911697621,0.2272727272727272,0.8333333333333334,1.0,3,"{'GENERAL': {'n_tested': 10, 'n_positive': 2, 'score': 0.22727272727272727}, 'NR': {'n_tested': 30, 'n_positive': 9, 'score': 0.3064516129032258}, 'SR': {'n_tested': 2, 'n_positive': 2, 'score': 0.8333333333333334}}",1,2,,,,,0.4556858911697621,0.4556858911697621,1,2,0.4556858911697621,1,2
26645.0,9,9,0.1913867658889783,0.0077735317779565,0.3783185840707964,1.0,4,"{'GENERAL': {'n_tested': 112, 'n_positive': 1, 'score': 0.01327433628318584}, 'NR': {'n_tested': 219, 'n_positive': 0, 'score': 0.0022727272727272726}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 2, 'score': 0.5}}",1,1,,,,,0.1913867658889783,0.1913867658889783,1,1,0.1913867658889783,1,1
